"Notes"	"Year"	"Year Code"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"2001"	"2001"	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"White"	"2106-3"	23	418758	5.5	3.5	8.2	1.1	5.3	3.4	8.0	1.1	0.0%
	"2001"	"2001"	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"White"	"2106-3"	10	472036	Unreliable	1.0	3.9	0.7	Unreliable	1.0	3.7	0.6	0.0%
	"2001"	"2001"	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	11	102844	Unreliable	5.3	19.1	3.2	Unreliable	4.6	16.4	2.8	0.0%
	"2001"	"2001"	"Illinois"	"17"	"Cook County, IL"	"17031"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	416	1428655	29.1	26.3	31.9	1.4	28.5	25.7	31.2	1.4	0.4%
	"2001"	"2001"	"Illinois"	"17"	"Cook County, IL"	"17031"	"Large Central Metro"	"1"	"White"	"2106-3"	194	3614119	5.4	4.6	6.1	0.4	5.3	4.5	6.0	0.4	0.2%
	"2001"	"2001"	"Illinois"	"17"	"Kane County, IL"	"17089"	"Large Fringe Metro"	"2"	"White"	"2106-3"	10	385725	Unreliable	1.2	4.8	0.8	Unreliable	1.3	4.8	0.8	0.0%
	"2001"	"2001"	"Illinois"	"17"	"St. Clair County, IL"	"17163"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	22	75883	29.0	18.2	43.9	6.2	29.0	18.2	43.9	6.2	0.0%
	"2001"	"2001"	"Indiana"	"18"	"Allen County, IN"	"18003"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	15	40629	Unreliable	20.7	60.9	9.5	Unreliable	19.0	56.0	8.9	0.0%
	"2001"	"2001"	"Indiana"	"18"	"Lake County, IN"	"18089"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	74	126007	58.7	46.1	73.7	6.8	58.2	45.5	73.3	6.9	0.1%
	"2001"	"2001"	"Indiana"	"18"	"Lake County, IN"	"18089"	"Large Fringe Metro"	"2"	"White"	"2106-3"	21	351129	6.0	3.7	9.1	1.3	6.1	3.8	9.4	1.3	0.0%
	"2001"	"2001"	"Indiana"	"18"	"Marion County, IN"	"18097"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	61	218962	27.9	21.3	35.8	3.6	26.4	20.2	34.0	3.4	0.1%
	"2001"	"2001"	"Indiana"	"18"	"Marion County, IN"	"18097"	"Large Central Metro"	"1"	"White"	"2106-3"	19	628191	Unreliable	1.8	4.7	0.7	Unreliable	1.7	4.5	0.7	0.0%
	"2001"	"2001"	"Kansas"	"20"	"Shawnee County, KS"	"20177"	"Small Metro"	"4"	"White"	"2106-3"	11	148730	Unreliable	3.7	13.2	2.2	Unreliable	4.0	14.3	2.4	0.0%
	"2001"	"2001"	"Kansas"	"20"	"Wyandotte County, KS"	"20209"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	29	45944	63.1	42.3	90.7	11.7	63.8	42.7	91.6	11.9	0.0%
	"2001"	"2001"	"Kansas"	"20"	"Wyandotte County, KS"	"20209"	"Large Fringe Metro"	"2"	"White"	"2106-3"	11	107298	Unreliable	5.1	18.3	3.1	Unreliable	5.1	18.3	3.1	0.0%
	"2001"	"2001"	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	19	136971	Unreliable	8.4	21.7	3.2	Unreliable	8.4	21.8	3.2	0.0%
	"2001"	"2001"	"Louisiana"	"22"	"Caddo Parish, LA"	"22017"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	22	113097	19.5	12.2	29.5	4.1	18.9	11.7	28.9	4.1	0.0%
	"2001"	"2001"	"Louisiana"	"22"	"East Baton Rouge Parish, LA"	"22033"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	42	168283	25.0	18.0	33.7	3.9	23.5	16.9	31.9	3.7	0.0%
	"2001"	"2001"	"Louisiana"	"22"	"Jefferson Parish, LA"	"22051"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	20	108070	18.5	11.3	28.6	4.1	16.6	10.2	25.7	3.8	0.0%
	"2001"	"2001"	"Louisiana"	"22"	"Jefferson Parish, LA"	"22051"	"Large Fringe Metro"	"2"	"White"	"2106-3"	11	327065	Unreliable	1.7	6.0	1.0	Unreliable	1.7	6.1	1.0	0.0%
	"2001"	"2001"	"Louisiana"	"22"	"Orleans Parish, LA"	"22071"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	169	332327	50.9	43.2	58.5	3.9	48.6	41.2	56.1	3.8	0.1%
	"2001"	"2001"	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	13	71082	Unreliable	9.7	31.3	5.1	Unreliable	9.5	30.5	5.0	0.0%
	"2001"	"2001"	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	27	164915	16.4	10.8	23.8	3.2	14.4	9.5	21.0	2.8	0.0%
	"2001"	"2001"	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	91	534840	17.0	13.7	20.9	1.8	15.9	12.8	19.5	1.7	0.1%
	"2001"	"2001"	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"Large Fringe Metro"	"2"	"White"	"2106-3"	12	242207	Unreliable	2.6	8.7	1.4	Unreliable	2.4	8.0	1.3	0.0%
	"2001"	"2001"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	156	420061	37.1	31.3	43.0	3.0	36.8	31.0	42.6	3.0	0.1%
	"2001"	"2001"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"White"	"2106-3"	12	206216	Unreliable	3.0	10.2	1.7	Unreliable	2.9	9.7	1.6	0.0%
	"2001"	"2001"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	30	184222	16.3	11.0	23.2	3.0	14.3	9.7	20.5	2.6	0.0%
	"2001"	"2001"	"Michigan"	"26"	"Genesee County, MI"	"26049"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	30	93037	32.2	21.8	46.0	5.9	34.5	23.1	49.6	6.4	0.0%
	"2001"	"2001"	"Michigan"	"26"	"Oakland County, MI"	"26125"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	12	130722	Unreliable	4.7	16.0	2.6	Unreliable	4.5	15.3	2.5	0.0%
	"2001"	"2001"	"Michigan"	"26"	"Oakland County, MI"	"26125"	"Large Fringe Metro"	"2"	"White"	"2106-3"	14	1009178	Unreliable	0.8	2.3	0.4	Unreliable	0.8	2.4	0.4	0.0%
	"2001"	"2001"	"Michigan"	"26"	"Saginaw County, MI"	"26145"	"Small Metro"	"4"	"Black or African American"	"2054-5"	10	41157	Unreliable	11.7	44.7	7.7	Unreliable	11.6	44.6	7.8	0.0%
	"2001"	"2001"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	317	879114	36.1	32.1	40.0	2.0	35.9	31.9	39.9	2.0	0.3%
	"2001"	"2001"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"White"	"2106-3"	42	1110140	3.8	2.7	5.1	0.6	4.0	2.9	5.4	0.6	0.0%
	"2001"	"2001"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	21	116067	18.1	11.2	27.7	3.9	15.3	9.3	23.6	3.4	0.0%
	"2001"	"2001"	"Mississippi"	"28"	"Hinds County, MS"	"28049"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	30	155332	19.3	13.0	27.6	3.5	16.5	11.0	23.7	3.1	0.0%
	"2001"	"2001"	"Missouri"	"29"	"Jackson County, MO"	"29095"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	58	158765	36.5	27.7	47.2	4.8	35.5	27.0	45.9	4.7	0.0%
	"2001"	"2001"	"Missouri"	"29"	"Jackson County, MO"	"29095"	"Large Central Metro"	"1"	"White"	"2106-3"	14	482332	Unreliable	1.6	4.9	0.8	Unreliable	1.6	4.9	0.8	0.0%
	"2001"	"2001"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	30	203415	14.7	10.0	21.1	2.7	14.0	9.4	20.0	2.6	0.0%
	"2001"	"2001"	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	89	178925	49.7	39.9	61.2	5.3	48.4	38.9	59.7	5.2	0.1%
	"2001"	"2001"	"Nevada"	"32"	"Clark County, NV"	"32003"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	36	148133	24.3	17.0	33.6	4.1	22.8	16.0	31.6	3.8	0.0%
	"2001"	"2001"	"Nevada"	"32"	"Clark County, NV"	"32003"	"Large Central Metro"	"1"	"White"	"2106-3"	55	1195284	4.6	3.5	6.0	0.6	4.6	3.4	6.0	0.6	0.0%
	"2001"	"2001"	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	11	100745	Unreliable	5.5	19.5	3.3	Unreliable	5.0	17.9	3.0	0.0%
	"2001"	"2001"	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	73	347376	21.0	16.5	26.4	2.5	19.5	15.3	24.5	2.3	0.1%
	"2001"	"2001"	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Large Central Metro"	"1"	"White"	"2106-3"	11	409703	Unreliable	1.3	4.8	0.8	Unreliable	1.4	5.0	0.9	0.0%
	"2001"	"2001"	"New Jersey"	"34"	"Union County, NJ"	"34039"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	11	118379	Unreliable	4.6	16.6	2.8	Unreliable	4.4	15.7	2.6	0.0%
	"2001"	"2001"	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"Medium Metro"	"3"	"White"	"2106-3"	19	503530	Unreliable	2.3	5.9	0.9	Unreliable	2.2	5.8	0.9	0.0%
	"2001"	"2001"	"New York"	"36"	"Bronx County, NY"	"36005"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	73	598653	12.2	9.6	15.3	1.4	11.4	8.9	14.3	1.3	0.1%
	"2001"	"2001"	"New York"	"36"	"Bronx County, NY"	"36005"	"Large Central Metro"	"1"	"White"	"2106-3"	50	673242	7.4	5.5	9.8	1.1	7.3	5.4	9.6	1.0	0.0%
	"2001"	"2001"	"New York"	"36"	"Erie County, NY"	"36029"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	41	129579	31.6	22.7	42.9	4.9	31.1	22.3	42.1	4.9	0.0%
	"2001"	"2001"	"New York"	"36"	"Kings County, NY"	"36047"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	128	983539	13.0	10.8	15.3	1.2	12.1	10.0	14.2	1.1	0.1%
	"2001"	"2001"	"New York"	"36"	"Kings County, NY"	"36047"	"Large Central Metro"	"1"	"White"	"2106-3"	44	1261589	3.5	2.5	4.7	0.5	3.2	2.3	4.3	0.5	0.0%
	"2001"	"2001"	"New York"	"36"	"Monroe County, NY"	"36055"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	21	110964	18.9	11.7	28.9	4.1	16.7	10.4	25.6	3.7	0.0%
	"2001"	"2001"	"New York"	"36"	"Nassau County, NY"	"36059"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	11	148779	Unreliable	3.7	13.2	2.2	Unreliable	3.5	12.4	2.1	0.0%
	"2001"	"2001"	"New York"	"36"	"New York County, NY"	"36061"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	20	338176	5.9	3.6	9.1	1.3	5.7	3.5	8.8	1.3	0.0%
	"2001"	"2001"	"New York"	"36"	"New York County, NY"	"36061"	"Large Central Metro"	"1"	"White"	"2106-3"	31	1043304	3.0	2.0	4.2	0.5	2.8	1.9	4.1	0.5	0.0%
	"2001"	"2001"	"New York"	"36"	"Queens County, NY"	"36081"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	28	501942	5.6	3.7	8.1	1.1	5.3	3.5	7.6	1.0	0.0%
	"2001"	"2001"	"New York"	"36"	"Queens County, NY"	"36081"	"Large Central Metro"	"1"	"White"	"2106-3"	17	1253593	Unreliable	0.8	2.2	0.3	Unreliable	0.8	2.2	0.3	0.0%
	"2001"	"2001"	"New York"	"36"	"Suffolk County, NY"	"36103"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	12	113788	Unreliable	5.4	18.4	3.0	Unreliable	4.9	16.7	2.8	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Cleveland County, NC"	"37045"	"Micropolitan (Nonmetro)"	"5"	"Black or African American"	"2054-5"	10	20513	Unreliable	23.4	89.7	15.4	Unreliable	24.4	93.6	16.2	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Cumberland County, NC"	"37051"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	16	111875	Unreliable	8.2	23.2	3.6	Unreliable	7.0	20.0	3.1	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Durham County, NC"	"37063"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	14	92104	Unreliable	8.3	25.5	4.1	Unreliable	7.1	21.9	3.5	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Forsyth County, NC"	"37067"	"Medium Metro"	"3"	"White"	"2106-3"	10	223550	Unreliable	2.1	8.2	1.4	Unreliable	2.2	8.3	1.4	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Gaston County, NC"	"37071"	"Large Fringe Metro"	"2"	"White"	"2106-3"	11	161262	Unreliable	3.4	12.2	2.1	Unreliable	3.4	12.2	2.1	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Guilford County, NC"	"37081"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	14	130357	Unreliable	5.9	18.0	2.9	Unreliable	5.3	16.3	2.6	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Mecklenburg County, NC"	"37119"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	29	207679	14.0	9.4	20.1	2.6	12.8	8.4	18.6	2.4	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Mecklenburg County, NC"	"37119"	"Large Central Metro"	"1"	"White"	"2106-3"	19	482551	Unreliable	2.4	6.1	0.9	Unreliable	2.3	6.1	0.9	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Robeson County, NC"	"37155"	"Micropolitan (Nonmetro)"	"5"	"White"	"2106-3"	10	43507	Unreliable	11.0	42.3	7.3	Unreliable	11.1	42.5	7.3	0.0%
	"2001"	"2001"	"North Carolina"	"37"	"Wake County, NC"	"37183"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	10	134014	Unreliable	3.6	13.7	2.4	Unreliable	3.2	13.2	2.3	0.0%
	"2001"	"2001"	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	45	394394	11.4	8.3	15.3	1.7	11.6	8.5	15.5	1.7	0.0%
	"2001"	"2001"	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"Large Central Metro"	"1"	"White"	"2106-3"	13	955383	Unreliable	0.7	2.3	0.4	Unreliable	0.8	2.5	0.4	0.0%
	"2001"	"2001"	"Ohio"	"39"	"Franklin County, OH"	"39049"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	37	210222	17.6	12.4	24.3	2.9	16.5	11.6	22.8	2.8	0.0%
	"2001"	"2001"	"Ohio"	"39"	"Franklin County, OH"	"39049"	"Large Central Metro"	"1"	"White"	"2106-3"	20	830523	2.4	1.5	3.7	0.5	2.4	1.4	3.6	0.5	0.0%
	"2001"	"2001"	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	40	204530	19.6	14.0	26.6	3.1	18.9	13.5	25.7	3.0	0.0%
	"2001"	"2001"	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	22	42398	51.9	32.5	78.6	11.1	52.6	33.0	79.7	11.3	0.0%
	"2001"	"2001"	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	20	115180	17.4	10.6	26.8	3.9	16.9	10.4	26.2	3.8	0.0%
	"2001"	"2001"	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	15	106498	Unreliable	7.9	23.2	3.6	Unreliable	7.6	23.3	3.7	0.0%
	"2001"	"2001"	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"Large Central Metro"	"1"	"White"	"2106-3"	15	510079	Unreliable	1.6	4.9	0.8	Unreliable	1.6	4.8	0.7	0.0%
	"2001"	"2001"	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	16	66019	Unreliable	13.9	39.4	6.1	Unreliable	12.5	35.6	5.5	0.0%
	"2001"	"2001"	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"Medium Metro"	"3"	"White"	"2106-3"	18	454408	Unreliable	2.3	6.3	0.9	Unreliable	2.4	6.3	0.9	0.0%
	"2001"	"2001"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"Large Central Metro"	"1"	"White"	"2106-3"	10	570579	Unreliable	0.8	3.2	0.6	Unreliable	0.8	3.2	0.6	0.0%
	"2001"	"2001"	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	49	164857	29.7	22.0	39.3	4.2	29.7	22.0	39.2	4.3	0.0%
	"2001"	"2001"	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"Large Central Metro"	"1"	"White"	"2106-3"	11	1080393	Unreliable	0.5	1.8	0.3	Unreliable	0.5	1.8	0.3	0.0%
	"2001"	"2001"	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"Medium Metro"	"3"	"White"	"2106-3"	14	353596	Unreliable	2.2	6.6	1.1	Unreliable	2.3	7.1	1.1	0.0%
	"2001"	"2001"	"Pennsylvania"	"42"	"Dauphin County, PA"	"42043"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	10	46199	Unreliable	10.4	39.8	6.8	Unreliable	10.3	39.3	6.8	0.0%
	"2001"	"2001"	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	21	86525	24.3	15.0	37.1	5.3	23.0	14.2	35.2	5.1	0.0%
	"2001"	"2001"	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	197	682105	28.9	24.8	32.9	2.1	28.6	24.6	32.6	2.0	0.2%
	"2001"	"2001"	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"Large Central Metro"	"1"	"White"	"2106-3"	43	740740	5.8	4.2	7.8	0.9	5.5	4.0	7.4	0.8	0.0%
	"2001"	"2001"	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"Large Central Metro"	"1"	"White"	"2106-3"	13	540621	Unreliable	1.3	4.1	0.7	Unreliable	1.3	4.1	0.7	0.0%
	"2001"	"2001"	"South Carolina"	"45"	"Charleston County, SC"	"45019"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	17	108080	Unreliable	9.2	25.2	3.8	Unreliable	9.1	24.9	3.8	0.0%
	"2001"	"2001"	"South Carolina"	"45"	"Greenville County, SC"	"45045"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	12	71944	Unreliable	8.6	29.1	4.8	Unreliable	8.5	28.8	4.8	0.0%
	"2001"	"2001"	"South Carolina"	"45"	"Lexington County, SC"	"45063"	"Medium Metro"	"3"	"White"	"2106-3"	12	186848	Unreliable	3.3	11.2	1.9	Unreliable	3.2	10.8	1.8	0.0%
	"2001"	"2001"	"South Carolina"	"45"	"Orangeburg County, SC"	"45075"	"Micropolitan (Nonmetro)"	"5"	"Black or African American"	"2054-5"	10	56516	Unreliable	8.5	32.5	5.6	Unreliable	7.3	30.1	5.2	0.0%
	"2001"	"2001"	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	15	151189	Unreliable	5.6	16.4	2.6	Unreliable	5.0	14.8	2.3	0.0%
	"2001"	"2001"	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	11	54128	Unreliable	10.1	36.4	6.1	Unreliable	9.3	33.5	5.7	0.0%
	"2001"	"2001"	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Medium Metro"	"3"	"White"	"2106-3"	10	197324	Unreliable	2.4	9.3	1.6	Unreliable	2.4	9.4	1.6	0.0%
	"2001"	"2001"	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	40	154296	25.9	18.5	35.3	4.1	23.9	17.0	32.7	3.8	0.0%
	"2001"	"2001"	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Large Central Metro"	"1"	"White"	"2106-3"	13	401891	Unreliable	1.7	5.5	0.9	Unreliable	1.5	5.0	0.8	0.0%
	"2001"	"2001"	"Tennessee"	"47"	"Hamilton County, TN"	"47065"	"Medium Metro"	"3"	"Black or African American"	"2054-5"	14	63693	Unreliable	12.0	36.9	5.9	Unreliable	11.3	34.8	5.6	0.0%
	"2001"	"2001"	"Tennessee"	"47"	"Shelby County, TN"	"47157"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	96	447007	21.5	17.4	26.2	2.2	20.7	16.7	25.3	2.1	0.1%
	"2001"	"2001"	"Tennessee"	"47"	"Shelby County, TN"	"47157"	"Large Central Metro"	"1"	"White"	"2106-3"	11	432770	Unreliable	1.3	4.5	0.8	Unreliable	1.3	4.6	0.8	0.0%
	"2001"	"2001"	"Texas"	"48"	"Bexar County, TX"	"48029"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	19	108317	Unreliable	10.6	27.4	4.0	Unreliable	9.7	25.2	3.7	0.0%
	"2001"	"2001"	"Texas"	"48"	"Bexar County, TX"	"48029"	"Large Central Metro"	"1"	"White"	"2106-3"	44	1264516	3.5	2.5	4.7	0.5	3.3	2.4	4.5	0.5	0.0%
	"2001"	"2001"	"Texas"	"48"	"Dallas County, TX"	"48113"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	101	474168	21.3	17.1	25.5	2.1	19.4	15.6	23.2	1.9	0.1%
	"2001"	"2001"	"Texas"	"48"	"Dallas County, TX"	"48113"	"Large Central Metro"	"1"	"White"	"2106-3"	121	1655545	7.3	6.0	8.6	0.7	6.7	5.5	7.9	0.6	0.1%
	"2001"	"2001"	"Texas"	"48"	"Harris County, TX"	"48201"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	75	659822	11.4	8.9	14.2	1.3	10.7	8.4	13.4	1.2	0.1%
	"2001"	"2001"	"Texas"	"48"	"Harris County, TX"	"48201"	"Large Central Metro"	"1"	"White"	"2106-3"	133	2588964	5.1	4.3	6.0	0.4	4.7	3.9	5.5	0.4	0.1%
	"2001"	"2001"	"Texas"	"48"	"Hidalgo County, TX"	"48215"	"Medium Metro"	"3"	"White"	"2106-3"	17	578742	Unreliable	1.7	4.7	0.7	Unreliable	1.8	5.0	0.8	0.0%
	"2001"	"2001"	"Texas"	"48"	"Montgomery County, TX"	"48339"	"Large Fringe Metro"	"2"	"White"	"2106-3"	12	292787	Unreliable	2.1	7.2	1.2	Unreliable	2.2	7.3	1.2	0.0%
	"2001"	"2001"	"Texas"	"48"	"Tarrant County, TX"	"48439"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	14	200976	Unreliable	3.8	11.7	1.9	Unreliable	3.4	10.3	1.6	0.0%
	"2001"	"2001"	"Texas"	"48"	"Tarrant County, TX"	"48439"	"Large Central Metro"	"1"	"White"	"2106-3"	36	1213676	3.0	2.1	4.1	0.5	2.9	2.0	4.0	0.5	0.0%
	"2001"	"2001"	"Texas"	"48"	"Travis County, TX"	"48453"	"Large Central Metro"	"1"	"White"	"2106-3"	21	712601	2.9	1.8	4.5	0.6	2.6	1.6	4.0	0.6	0.0%
	"2001"	"2001"	"Texas"	"48"	"Webb County, TX"	"48479"	"Medium Metro"	"3"	"White"	"2106-3"	10	196879	Unreliable	2.4	9.3	1.6	Unreliable	1.9	8.1	1.4	0.0%
	"2001"	"2001"	"Utah"	"49"	"Salt Lake County, UT"	"49035"	"Large Central Metro"	"1"	"White"	"2106-3"	18	847505	Unreliable	1.3	3.4	0.5	Unreliable	1.1	3.0	0.5	0.0%
	"2001"	"2001"	"Virginia"	"51"	"Henrico County, VA"	"51087"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	11	69686	Unreliable	7.9	28.2	4.8	Unreliable	7.1	25.5	4.3	0.0%
	"2001"	"2001"	"Virginia"	"51"	"Hampton city, VA"	"51650"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	13	67095	Unreliable	10.3	33.1	5.4	Unreliable	9.0	29.1	4.8	0.0%
	"2001"	"2001"	"Virginia"	"51"	"Newport News city, VA"	"51700"	"Large Fringe Metro"	"2"	"Black or African American"	"2054-5"	17	74675	Unreliable	13.3	36.4	5.5	Unreliable	11.7	32.2	4.9	0.0%
	"2001"	"2001"	"Virginia"	"51"	"Norfolk city, VA"	"51710"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	16	107583	Unreliable	8.5	24.2	3.7	Unreliable	7.5	22.1	3.4	0.0%
	"2001"	"2001"	"Virginia"	"51"	"Richmond city, VA"	"51760"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	38	114464	33.2	23.5	45.6	5.4	31.4	22.2	43.2	5.1	0.0%
	"2001"	"2001"	"Washington"	"53"	"King County, WA"	"53033"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	13	112464	Unreliable	6.2	19.8	3.2	Unreliable	5.9	19.1	3.1	0.0%
	"2001"	"2001"	"Washington"	"53"	"King County, WA"	"53033"	"Large Central Metro"	"1"	"White"	"2106-3"	19	1396360	Unreliable	0.8	2.1	0.3	Unreliable	0.8	2.1	0.3	0.0%
	"2001"	"2001"	"Washington"	"53"	"Pierce County, WA"	"53053"	"Large Fringe Metro"	"2"	"White"	"2106-3"	11	592460	Unreliable	0.9	3.3	0.6	Unreliable	0.9	3.2	0.5	0.0%
	"2001"	"2001"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"Large Central Metro"	"1"	"Black or African American"	"2054-5"	66	243234	27.1	21.0	34.5	3.3	25.0	19.3	31.9	3.1	0.1%
	"2001"	"2001"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"Large Central Metro"	"1"	"White"	"2106-3"	30	659311	4.6	3.1	6.5	0.8	4.5	3.0	6.4	0.8	0.0%
